ISIN,event_date,proxy,raw_return,abnormal_return,market_return,broad_shock,event_id
GRS054003009,2022-04-12,median,-0.054313099041533586,-0.05669266061121565,0.0,False,GRS054003009|2022-04-12
GRS054003009,2022-05-12,median,-0.18770226537216828,-0.16544860321219423,-0.021333333333333315,False,GRS054003009|2022-05-12
GRS054003009,2022-06-17,median,-0.09999999999999998,-0.10345392551887814,0.0013175230566535578,False,GRS054003009|2022-06-17
GRS054003009,2022-07-18,median,-0.08253968253968258,-0.087062705371866,0.002865558225109921,False,GRS054003009|2022-07-18
GRS054003009,2022-09-02,median,-0.07894736842105265,-0.08010600886815539,0.0,False,GRS054003009|2022-09-02
GRS065003014,2019-10-09,median,-0.05666666666666642,-0.06959462991427007,0.006191950464396356,False,GRS065003014|2019-10-09
GRS065003014,2020-03-12,median,-0.23199999999999998,-0.15673110631878606,-0.07225274725274727,True,GRS065003014|2020-03-12
GRS065003014,2020-11-10,median,-0.059071729957806074,-0.062898775683218,0.0,False,GRS065003014|2020-11-10
GRS065003014,2021-07-28,median,-0.05240174672489084,-0.0537176736596253,0.0,False,GRS065003014|2021-07-28
GRS065003014,2022-05-03,median,-0.06724890829694319,-0.05400849563935532,-0.01955803911607812,False,GRS065003014|2022-05-03
GRS070003009,2019-12-10,median,-0.28716904276985744,-0.2903018441017477,0.0,False,GRS070003009|2019-12-10
GRS070003009,2020-03-23,median,-0.1709401709401709,-0.13276737618598689,-0.021739130434782594,True,GRS070003009|2020-03-23
GRS070003009,2021-01-01,median,-0.10837438423645318,-0.09642795370893163,-0.00877192982456143,False,GRS070003009|2021-01-01
GRS070003009,2021-04-15,median,-0.2996794871794872,-0.3033711028079254,0.0,False,GRS070003009|2021-04-15
GRS070003009,2021-12-27,median,-0.21959319219593187,-0.22118108021970834,0.0,False,GRS070003009|2021-12-27
GRS070003009,2022-05-05,median,-0.30000000000000004,-0.28862159940653165,-0.008908685968819552,False,GRS070003009|2022-05-05
GRS084003011,2019-08-15,median,-0.05950000000000011,-0.12072153448711331,0.018975366970822583,False,GRS084003011|2019-08-15
GRS084003011,2020-03-16,median,-0.1874999999999999,-0.11121544538444714,-0.06666666666666654,True,GRS084003011|2020-03-16
GRS084003011,2020-11-30,median,-0.07199999999999995,-0.07263404860280731,0.0,False,GRS084003011|2020-11-30
GRS084003011,2021-04-02,median,-0.07555555555555549,-0.06653865664886241,-0.007116104868913897,False,GRS084003011|2021-04-02
GRS084003011,2022-01-06,median,-0.08813559322033904,-0.07740578765882875,-0.007659574468085073,False,GRS084003011|2022-01-06
GRS084003011,2022-09-07,median,-0.052597190460633825,-0.055697400035264556,0.0,False,GRS084003011|2022-09-07
GRS087003000,2020-05-04,median,-0.10872070687668067,-0.062169598796864886,-0.024630541871921152,True,GRS087003000|2020-05-04
GRS087003000,2020-08-07,median,-0.05714285714285705,-0.05825157455561808,0.0,False,GRS087003000|2020-08-07
GRS087003000,2021-04-15,median,-0.06474820143884885,-0.0690515980403836,0.0,False,GRS087003000|2021-04-15
GRS087003000,2021-09-30,median,-0.12990654205607477,-0.1353407649612793,0.0,False,GRS087003000|2021-09-30
GRS088003017,2020-02-27,median,-0.11553784860557759,-0.06577620590835434,-0.036900871459695006,False,GRS088003017|2020-02-27
GRS088003017,2020-05-04,median,-0.1071428571428571,-0.0790888447276528,-0.024630541871921152,True,GRS088003017|2020-05-04
GRS088003017,2021-03-25,median,-0.051465798045602584,-0.04621727283415165,-0.00452261306532642,False,GRS088003017|2021-03-25
GRS088003017,2021-10-11,median,-0.050000000000000044,-0.04239819218393505,-0.007462686567164201,False,GRS088003017|2021-10-11
GRS088003017,2022-01-06,median,-0.06093750000000009,-0.05205198819975241,-0.007659574468085073,False,GRS088003017|2022-01-06
GRS088003017,2022-08-24,median,-0.1230769230769232,-0.12537546975906128,0.0,False,GRS088003017|2022-08-24
GRS092103001,2019-09-04,median,-0.1968503937007875,-0.1988960137004567,0.0,False,GRS092103001|2019-09-04
GRS092103001,2019-10-24,median,-0.17142857142857149,-0.1712157197927813,0.0,False,GRS092103001|2019-10-24
GRS092103001,2020-02-14,median,-0.19512195121951215,-0.19732820655155536,0.0,False,GRS092103001|2020-02-14
GRS092103001,2020-07-06,median,-0.196078431372549,-0.19976391869064827,0.0,False,GRS092103001|2020-07-06
GRS092103001,2020-12-23,median,-0.18343195266272183,-0.1850896926894867,0.0,False,GRS092103001|2020-12-23
GRS092103001,2021-02-09,median,-0.19333333333333336,-0.19907243254008386,-0.00990099009900991,False,GRS092103001|2021-02-09
GRS092103001,2022-03-04,median,-0.19548872180451127,-0.184629789548627,-0.029069767441860517,False,GRS092103001|2022-03-04
GRS092103001,2022-04-06,median,-0.1691176470588237,-0.17010714294202595,-0.0031813361611876534,False,GRS092103001|2022-04-06
GRS092103001,2022-07-19,median,-0.20000000000000007,-0.2017682604813187,0.0,False,GRS092103001|2022-07-19
GRS096003009,2020-03-03,median,-0.07785277036571958,-0.04171415534955823,-0.021410808224115396,False,GRS096003009|2020-03-03
GRS096003009,2020-03-31,median,-0.05521472392638027,-0.055871412985800645,0.0,False,GRS096003009|2020-03-31
GRS096003009,2020-10-29,median,-0.11385606874328691,-0.07599812136366677,-0.04663923182441687,False,GRS096003009|2020-10-29
GRS096003009,2022-10-31,median,-0.05458437388512305,-0.0607628490770496,0.004374559424190516,False,GRS096003009|2022-10-31
GRS106003007,2020-03-11,median,-0.06999999999999995,-0.058458449889363356,-0.009423503325942384,True,GRS106003007|2020-03-11
GRS106003007,2020-09-18,median,-0.06425702811244982,-0.06558122039951465,0.0,False,GRS106003007|2020-09-18
GRS106003007,2020-12-24,median,-0.06222222222222229,-0.06323194070280012,-0.0012578616352201255,False,GRS106003007|2020-12-24
GRS106003007,2021-04-30,median,-0.0702549575070821,-0.0692386545573759,-0.0018518518518517713,False,GRS106003007|2021-04-30
GRS106003007,2021-07-09,median,-0.05791505791505791,-0.08603761875830676,0.014991577765300357,False,GRS106003007|2021-07-09
GRS106003007,2022-03-04,median,-0.09953703703703709,-0.07858719639148262,-0.029069767441860517,False,GRS106003007|2022-03-04
GRS117123000,2020-03-10,median,-0.0931677018633541,-0.10747259039012293,0.034482758620689724,False,GRS117123000|2020-03-10
GRS117123000,2020-06-04,median,-0.061224489795918435,-0.062403164942351215,0.0,False,GRS117123000|2020-06-04
GRS117123000,2020-07-21,median,-0.055944055944055826,-0.049695063262646284,-0.019259300887939812,False,GRS117123000|2020-07-21
GRS117123000,2022-04-27,median,-0.050000000000000044,-0.032247018585317665,-0.018882175226586084,False,GRS117123000|2022-04-27
GRS117123000,2022-06-10,median,-0.05660377358490576,-0.04234474689894234,-0.015151515151515138,False,GRS117123000|2022-06-10
GRS117123000,2022-10-20,median,-0.0512820512820511,-0.052160364017030614,0.0,False,GRS117123000|2022-10-20
GRS120131008,2019-09-04,median,-0.08571428571428574,-0.08592547924898751,0.0,False,GRS120131008|2019-09-04
GRS131003006,2019-08-29,median,-0.27338129496402874,-0.28134173731611495,0.0021945021945023457,False,GRS131003006|2019-08-29
GRS131003006,2021-04-19,median,-0.09756097560975607,-0.1201367328943871,-0.01911764705882346,False,GRS131003006|2021-04-19
GRS131003006,2021-06-22,median,-0.09565217391304359,-0.09919380611761928,-0.009187464315411453,False,GRS131003006|2021-06-22
GRS131003006,2021-09-13,median,-0.09677419354838701,-0.09985494754494494,-0.002666666666666595,False,GRS131003006|2021-09-13
GRS131003006,2021-12-27,median,-0.09902597402597402,-0.10259602498499784,0.0,False,GRS131003006|2021-12-27
GRS135003002,2019-09-18,median,-0.19841269841269837,-0.18781244479614398,0.005098343685300155,False,GRS135003002|2019-09-18
GRS135003002,2019-11-21,median,-0.18518518518518523,-0.1915952916408708,-0.0037321016166280696,False,GRS135003002|2019-11-21
GRS135003002,2020-07-20,median,-0.18823529411764706,-0.19388375232148997,0.0,False,GRS135003002|2020-07-20
GRS135003002,2021-01-12,median,-0.19718309859154926,-0.20614621986509668,0.0,False,GRS135003002|2021-01-12
GRS135003002,2021-10-01,median,-0.1282051282051282,-0.13616745968704044,0.0,False,GRS135003002|2021-10-01
GRS135003002,2022-05-13,median,-0.11904761904761907,-0.12983457195739684,0.007246376811594235,False,GRS135003002|2022-05-13
GRS135003002,2022-07-11,median,-0.18831168831168832,-0.1806315870682461,-0.006759534140214629,False,GRS135003002|2022-07-11
GRS135003002,2022-10-13,median,-0.1428571428571429,-0.14532829196289143,0.0,False,GRS135003002|2022-10-13
GRS137003000,2019-12-06,median,-0.05454545454545445,-0.055302696053487026,0.0,False,GRS137003000|2019-12-06
GRS137003000,2020-02-03,median,-0.05699481865284972,-0.058136034703737856,0.0,False,GRS137003000|2020-02-03
GRS137003000,2020-03-09,median,-0.1383647798742138,-0.08869798502510068,-0.118,True,GRS137003000|2020-03-09
GRS137003000,2020-05-15,median,-0.05633802816901401,-0.05801730300386998,0.0,False,GRS137003000|2020-05-15
GRS137003000,2020-09-10,median,-0.08860759493670889,-0.09003800690524116,0.0,False,GRS137003000|2020-09-10
GRS137003000,2020-10-13,median,-0.060810810810810856,-0.06234149332740601,0.0,False,GRS137003000|2020-10-13
GRS137003000,2021-04-30,median,-0.07812206572769953,-0.07697998120767383,-0.0018518518518517713,False,GRS137003000|2021-04-30
GRS137003000,2022-03-08,median,-0.10356832027850305,-0.047085680419708065,-0.05290102389078499,True,GRS137003000|2022-03-08
GRS137003000,2022-07-11,median,-0.05645161290322587,-0.05028871614226141,-0.006759534140214629,False,GRS137003000|2022-07-11
GRS137003000,2022-10-05,median,-0.06299212598425208,-0.06478103831603263,0.0,False,GRS137003000|2022-10-05
GRS144003001,2020-03-11,median,-0.06912442396313356,-0.06031737310310397,-0.009423503325942384,True,GRS144003001|2020-03-11
GRS144003001,2020-10-13,median,-0.06609808102345405,-0.06652255139843735,0.0,False,GRS144003001|2020-10-13
GRS144003001,2021-04-16,median,-0.05714285714285716,-0.05725875098998336,0.0,False,GRS144003001|2021-04-16
GRS144003001,2021-05-18,median,-0.05990783410138245,-0.06056549229912532,0.0,False,GRS144003001|2021-05-18
GRS144003001,2021-09-27,median,-0.060869565217391175,-0.06202940052163362,0.0,False,GRS144003001|2021-09-27
GRS144003001,2022-06-10,median,-0.05991735537190079,-0.04328434602109521,-0.015151515151515138,False,GRS144003001|2022-06-10
GRS144003001,2022-08-05,median,-0.09917355371900827,-0.09480734748346177,-0.0048661800486619056,False,GRS144003001|2022-08-05
GRS145003000,2020-03-09,median,-0.26870748299319724,-0.050560321771897815,-0.118,True,GRS145003000|2020-03-09
GRS145003000,2021-02-19,median,-0.06439854191980565,-0.06794414595747904,0.0,False,GRS145003000|2021-02-19
GRS147233001,2020-03-23,median,-0.07326007326007333,-0.051304445456599554,-0.021739130434782594,True,GRS147233001|2020-03-23
GRS147233001,2020-09-22,median,-0.060810810810810856,-0.06100689626563486,0.0,False,GRS147233001|2020-09-22
GRS147233001,2021-05-17,median,-0.05277777777777781,-0.05336036364425193,0.0,False,GRS147233001|2021-05-17
GRS147233001,2022-07-26,median,-0.05362776025236593,-0.05493793211435096,0.0,False,GRS147233001|2022-07-26
GRS148003015,2020-01-07,median,-0.10144927536231874,-0.10287540724581518,0.00031113876789057304,False,GRS148003015|2020-01-07
GRS148003015,2020-03-24,median,-0.09999999999999998,-0.12199646798276859,0.024390243902439046,False,GRS148003015|2020-03-24
GRS148003015,2020-05-01,median,-0.17218045112781966,-0.17364414721072363,0.0,False,GRS148003015|2020-05-01
GRS148003015,2021-06-18,median,-0.10946745562130178,-0.1044466534631178,-0.006552217453505038,False,GRS148003015|2021-06-18
GRS148003015,2022-06-27,median,-0.05475504322766578,-0.056939843390101795,0.0,False,GRS148003015|2022-06-27
GRS148003015,2022-09-27,median,-0.07608695652173925,-0.0788596901951992,0.0,False,GRS148003015|2022-09-27
GRS165063009,2019-08-16,median,-0.0774487471526194,-0.11577552741522007,-0.025197001148753617,False,GRS165063009|2019-08-16
GRS165063009,2021-04-19,median,-0.11570247933884292,-0.10026210454583494,-0.01911764705882346,False,GRS165063009|2021-04-19
GRS165063009,2021-05-24,median,-0.08571428571428563,-0.09018918730393416,0.0011428571428571122,False,GRS165063009|2021-05-24
GRS165063009,2021-10-21,median,-0.08387096774193559,-0.08814342312321541,0.0,False,GRS165063009|2021-10-21
GRS165063009,2022-07-13,median,-0.07692307692307698,-0.07901466821472863,0.0,False,GRS165063009|2022-07-13
GRS165063009,2022-09-29,median,-0.07878787878787874,-0.07919675177956553,-0.0011764705882352233,False,GRS165063009|2022-09-29
GRS165063009,2022-11-29,median,-0.06936416184971095,-0.0716861380571017,0.0,False,GRS165063009|2022-11-29
GRS184003002,2020-04-23,median,-0.20000000000000007,-0.20607713704144426,0.004629629629629539,False,GRS184003002|2020-04-23
GRS184003002,2020-06-08,median,-0.20708661417322838,-0.20685662674997835,-0.006086956521739184,False,GRS184003002|2020-06-08
GRS184003002,2021-10-06,median,-0.19000000000000006,-0.19358427478621712,-0.001953125,False,GRS184003002|2021-10-06
GRS184003002,2022-05-05,median,-0.19213973799126638,-0.19102348714911485,-0.008908685968819552,False,GRS184003002|2022-05-05
GRS184003002,2022-06-02,median,-0.1807909604519774,-0.18347855951926278,-0.0033003300330032292,False,GRS184003002|2022-06-02
GRS191213008,2020-03-05,median,-0.299660441426146,-0.1520367512521748,-0.04880885122410544,True,GRS191213008|2020-03-05
GRS191213008,2020-04-10,median,-0.18688118811881194,-0.14483433841724147,-0.02082777036048067,False,GRS191213008|2020-04-10
GRS191213008,2020-09-08,median,-0.1461187214611871,-0.13203932580812838,-0.007194244604316502,False,GRS191213008|2020-09-08
GRS191213008,2021-04-06,median,-0.06536321989528804,-0.08348994639436266,0.00449293966623876,False,GRS191213008|2021-04-06
GRS191213008,2021-07-16,median,-0.14093959731543626,-0.14686136402163172,0.0020950210378681833,False,GRS191213008|2021-07-16
GRS191213008,2021-10-13,median,-0.10322580645161294,-0.10376936290666891,0.0,False,GRS191213008|2021-10-13
GRS191213008,2022-07-25,median,-0.05697674418604648,-0.059567733338382535,0.0,False,GRS191213008|2022-07-25
GRS204003008,2020-03-11,median,-0.053475935828877,-0.04414286517842487,-0.009423503325942384,True,GRS204003008|2020-03-11
GRS204003008,2022-02-24,median,-0.1282051282051282,-0.11109761601588986,-0.06835443037974687,False,GRS204003008|2022-02-24
GRS204003008,2022-05-09,median,-0.06743185078909608,-0.06254692603295807,-0.006430868167202619,False,GRS204003008|2022-05-09
GRS204003008,2022-08-30,median,-0.05538922155688619,-0.05568730960031873,0.0,False,GRS204003008|2022-08-30
GRS208303008,2019-08-15,median,-0.07732558139534884,-0.10290025061363055,0.018975366970822583,False,GRS208303008|2019-08-15
GRS208303008,2019-10-02,median,-0.07308970099667766,-0.07646377652322835,-0.02010050251256279,False,GRS208303008|2019-10-02
GRS208303008,2020-02-24,median,-0.11643835616438347,-0.06270874832726578,-0.08076235428734885,True,GRS208303008|2020-02-24
GRS208303008,2021-05-25,median,-0.051515151515151514,-0.05231795035459592,-0.0007680491551460555,False,GRS208303008|2021-05-25
GRS208303008,2022-10-24,median,-0.08533333333333326,-0.09110086148362877,0.00416264478764472,False,GRS208303008|2022-10-24
GRS213213002,2020-01-22,median,-0.20945945945945954,-0.2144229421304953,0.0005555555555555314,False,GRS213213002|2020-01-22
GRS213213002,2020-03-23,median,-0.12794612794612792,-0.08097352788301117,-0.021739130434782594,True,GRS213213002|2020-03-23
GRS213213002,2021-03-25,median,-0.06761904761904769,-0.05967861332264518,-0.00452261306532642,False,GRS213213002|2021-03-25
GRS213213002,2021-06-01,median,-0.10731707317073158,-0.11145876386331269,0.0,False,GRS213213002|2021-06-01
GRS213213002,2022-06-27,median,-0.05046480743691906,-0.05124281608544448,0.0,False,GRS213213002|2022-06-27
GRS222213001,2019-09-30,median,-0.18055555555555558,-0.182708335749669,0.0,True,GRS222213001|2019-09-30
GRS222213001,2020-05-04,median,-0.10247513300948419,-0.061621853222790755,-0.024630541871921152,True,GRS222213001|2020-05-04
GRS222213001,2020-06-26,median,-0.08418367346938782,-0.08451462066729563,0.0,False,GRS222213001|2020-06-26
GRS222213001,2022-06-16,median,-0.08799999999999997,-0.058477435599659996,-0.020242914979757165,False,GRS222213001|2022-06-16
GRS222213001,2022-08-17,median,-0.050387596899224785,-0.05215120365561953,0.0,False,GRS222213001|2022-08-17
GRS237003009,2021-05-06,median,-0.15849056603773592,-0.16269098450403266,0.0,False,GRS237003009|2021-05-06
GRS237003009,2022-03-04,median,-0.20394736842105265,-0.17275127928450681,-0.029069767441860517,False,GRS237003009|2022-03-04
GRS239003007,2020-05-11,median,-0.06951871657754016,-0.07048404327198413,0.0,False,GRS239003007|2020-05-11
GRS239003007,2021-09-10,median,-0.056831922611849994,-0.060269593592658155,-0.0026595744680850686,False,GRS239003007|2021-09-10
GRS239003007,2022-04-14,median,-0.06779661016949157,-0.06977009271931217,0.0,False,GRS239003007|2022-04-14
GRS240003012,2020-03-06,median,-0.09999999999999998,-0.10476252066399679,-0.04427899686520381,False,GRS240003012|2020-03-06
GRS240003012,2020-05-07,median,-0.09444444444444455,-0.09507587384358718,0.0,False,GRS240003012|2020-05-07
GRS240003012,2020-07-28,median,-0.09473684210526312,-0.09569638798447828,0.0,False,GRS240003012|2020-07-28
GRS240003012,2021-12-01,median,-0.08633093525179869,-0.0956201225895261,0.008534850640113723,False,GRS240003012|2021-12-01
GRS240003012,2022-06-16,median,-0.0708333333333333,-0.055486394222546795,-0.020242914979757165,False,GRS240003012|2022-06-16
GRS240003012,2022-10-03,median,-0.05882352941176472,-0.06084056432788437,0.0029345754695321302,False,GRS240003012|2022-10-03
GRS245213004,2019-09-10,median,-0.08843537414965996,-0.08309380360724639,-0.0027510316368638543,False,GRS245213004|2019-09-10
GRS245213004,2020-03-11,median,-0.08307210031347967,-0.0680486985556637,-0.009423503325942384,True,GRS245213004|2020-03-11
GRS245213004,2022-03-08,median,-0.11302982731554145,-0.0411047855622073,-0.05290102389078499,True,GRS245213004|2022-03-08
GRS246073001,2020-08-11,median,-0.17682926829268286,-0.1797229219526669,0.0,False,GRS246073001|2020-08-11
GRS246073001,2020-10-06,median,-0.13749999999999996,-0.14145780535385097,0.00137174211248281,False,GRS246073001|2020-10-06
GRS246073001,2021-11-01,median,-0.1785714285714286,-0.18066819995653624,0.0,False,GRS246073001|2021-11-01
GRS246073001,2021-12-13,median,-0.10399999999999987,-0.0997965940150067,-0.009803921568627416,False,GRS246073001|2021-12-13
GRS246073001,2022-02-24,median,-0.16279069767441856,-0.1146144011635693,-0.06835443037974687,False,GRS246073001|2022-02-24
GRS246073001,2022-05-09,median,-0.14222222222222225,-0.1351855883268636,-0.006430868167202619,False,GRS246073001|2022-05-09
GRS247003007,2020-12-22,median,-0.13564668769716082,-0.15230746701411574,0.011324041811846541,False,GRS247003007|2020-12-22
GRS247003007,2022-05-06,median,-0.10287081339712911,-0.09195617573783348,-0.01869158878504673,False,GRS247003007|2022-05-06
GRS247003007,2022-06-27,median,-0.09691629955947145,-0.09869769356163138,0.0,False,GRS247003007|2022-06-27
GRS247003007,2022-08-29,median,-0.1071428571428571,-0.09835392724512156,-0.01909438079650838,False,GRS247003007|2022-08-29
GRS259003002,2019-08-19,median,-0.05442176870748294,-0.09792722345878879,0.027907580477674054,False,GRS259003002|2019-08-19
GRS259003002,2020-02-04,median,-0.05555555555555547,-0.0580994114022872,0.006500358786036942,False,GRS259003002|2020-02-04
GRS259003002,2020-03-03,median,-0.07853700028352706,-0.07076974344155085,-0.021410808224115396,False,GRS259003002|2020-03-03
GRS259003002,2021-07-13,median,-0.0710382513661203,-0.07243626203719154,0.0,False,GRS259003002|2021-07-13
GRS259003002,2021-09-21,median,-0.08176100628930827,-0.08214149325217707,0.0,False,GRS259003002|2021-09-21
GRS259003002,2022-05-13,median,-0.052238805970149294,-0.0557131670004789,0.007246376811594235,False,GRS259003002|2022-05-13
GRS259003002,2022-07-27,median,-0.08823529411764697,-0.0878682498932723,0.0,False,GRS259003002|2022-07-27
GRS259003002,2022-09-21,median,-0.05035971223021585,-0.04895741594061362,-0.002577319587628857,False,GRS259003002|2022-09-21
GRS259003002,2022-10-24,median,-0.06569343065693423,-0.0690144402971282,0.00416264478764472,False,GRS259003002|2022-10-24
GRS260333000,2020-03-12,median,-0.10723860589812328,-0.052948460726905795,-0.07225274725274727,True,GRS260333000|2020-03-12
GRS260333000,2022-03-08,median,-0.1115901741646339,-0.07192858818336165,-0.05290102389078499,True,GRS260333000|2022-03-08
GRS260333000,2022-06-14,median,-0.09085654837591028,-0.05477696002349283,-0.050632911392405,False,GRS260333000|2022-06-14
GRS265003004,2021-12-28,median,-0.13043478260869557,-0.13449465389516693,0.0,False,GRS265003004|2021-12-28
GRS265003004,2022-03-04,median,-0.14782608695652166,-0.12440587022390891,-0.029069767441860517,False,GRS265003004|2022-03-04
