event_id,proxy_count
GRS135003002|2022-10-13,4
GRS137003000|2019-12-06,4
GRS137003000|2020-02-03,4
GRS137003000|2020-03-09,4
GRS137003000|2020-05-15,4
GRS137003000|2020-09-10,4
GRS137003000|2020-10-13,4
GRS137003000|2021-04-30,4
GRS137003000|2022-03-08,4
GRS137003000|2022-07-11,1
GRS137003000|2022-10-05,4
GRS144003001|2020-02-24,2
GRS144003001|2020-03-09,1
GRS144003001|2020-03-11,1
GRS144003001|2020-03-27,2
GRS144003001|2020-06-01,1
GRS144003001|2020-10-13,4
GRS144003001|2021-04-16,4
GRS144003001|2021-05-18,4
GRS144003001|2021-09-27,4
GRS144003001|2022-06-10,3
GRS144003001|2022-08-05,4
GRS145003000|2020-02-24,2
GRS145003000|2020-02-28,1
GRS145003000|2020-03-09,1
GRS145003000|2021-02-19,4
GRS147233001|2020-03-06,2
GRS147233001|2020-03-23,1
GRS147233001|2020-04-15,3
GRS147233001|2020-09-22,4
GRS147233001|2021-05-17,4
GRS147233001|2022-07-26,4
GRS148003015|2020-01-07,4
GRS148003015|2020-03-24,4
GRS148003015|2020-05-01,4
GRS148003015|2021-06-18,4
GRS148003015|2022-03-08,2
GRS148003015|2022-06-27,1
GRS148003015|2022-09-27,4
GRS165063009|2019-08-16,1
GRS165063009|2019-09-16,3
GRS165063009|2020-03-13,3
GRS165063009|2021-04-19,4
GRS165063009|2021-05-24,1
GRS165063009|2021-10-21,1
GRS165063009|2022-07-13,1
GRS165063009|2022-09-29,1
GRS165063009|2022-11-29,1
GRS184003002|2020-04-23,4
GRS184003002|2020-06-08,4
GRS184003002|2021-10-06,4
GRS184003002|2022-05-05,4
GRS184003002|2022-06-02,4
GRS191213008|2020-03-05,4
GRS191213008|2020-04-10,4
GRS191213008|2020-09-08,4
GRS191213008|2021-04-06,1
GRS191213008|2021-07-16,4
GRS191213008|2021-10-13,4
GRS191213008|2022-07-25,4
GRS204003008|2019-08-16,1
GRS204003008|2020-02-28,3
GRS204003008|2020-03-11,1
GRS204003008|2022-02-24,4
GRS204003008|2022-05-09,4
GRS204003008|2022-08-30,4
GRS208303008|2019-08-15,4
GRS208303008|2019-10-02,4
GRS208303008|2020-02-24,1
GRS208303008|2020-02-27,3
GRS208303008|2021-05-25,2
GRS208303008|2022-10-24,4
GRS213213002|2020-01-22,4
GRS213213002|2020-03-23,1
GRS213213002|2020-04-17,3
GRS213213002|2021-03-25,4
GRS213213002|2021-06-01,4
GRS213213002|2022-06-27,1
GRS222213001|2019-09-30,4
GRS222213001|2020-02-27,3
GRS222213001|2020-05-04,1
GRS222213001|2020-06-26,4
GRS222213001|2022-06-16,4
GRS222213001|2022-08-17,4
GRS237003009|2021-05-06,4
GRS237003009|2022-03-04,4
GRS239003007|2020-02-27,3
GRS239003007|2020-05-11,4
GRS239003007|2021-09-10,4
GRS239003007|2022-04-14,4
GRS240003012|2020-03-06,4
GRS240003012|2020-05-07,4
GRS240003012|2020-07-28,4
GRS240003012|2021-12-01,4
GRS240003012|2022-02-24,1
GRS240003012|2022-06-16,4
GRS240003012|2022-10-03,4
GRS245213004|2019-09-10,4
GRS245213004|2020-03-11,4
GRS245213004|2022-03-08,4
GRS246073001|2020-03-30,3
GRS246073001|2020-08-11,4
GRS246073001|2020-10-06,4
GRS246073001|2021-11-01,4
GRS246073001|2021-12-13,4
GRS246073001|2022-02-24,4
GRS246073001|2022-05-09,4
GRS247003007|2020-12-22,4
GRS247003007|2022-05-06,4
GRS247003007|2022-06-27,4
GRS247003007|2022-08-29,4
GRS259003002|2019-08-19,4
GRS259003002|2020-02-04,4
GRS259003002|2020-03-03,4
GRS259003002|2021-07-13,4
GRS259003002|2021-09-21,4
GRS259003002|2022-05-13,4
GRS259003002|2022-07-27,4
GRS259003002|2022-09-21,4
GRS259003002|2022-10-24,4
GRS260333000|2020-03-12,4
GRS260333000|2022-03-08,4
GRS260333000|2022-06-14,4
GRS265003004|2021-12-28,4
GRS265003004|2022-03-04,4
GRS275073005|2019-08-21,4
GRS275073005|2019-12-16,4
GRS275073005|2021-08-13,4
GRS275073005|2021-10-01,4
GRS275073005|2021-11-30,1
GRS275073005|2022-05-16,4
GRS275073005|2022-06-17,3
GRS277023008|2019-08-16,4
GRS277023008|2019-10-03,4
GRS277023008|2020-03-09,2
GRS277023008|2020-03-12,1
GRS277023008|2020-03-16,1
GRS282183003|2019-08-16,3
GRS282183003|2020-03-11,4
GRS282183003|2020-04-16,4
GRS282183003|2021-06-22,2
GRS284183001|2019-08-16,4
GRS284183001|2020-03-18,4
GRS284183001|2020-07-16,3
GRS284183001|2020-08-27,4
GRS284183001|2021-04-15,4
GRS284183001|2021-05-14,4
GRS284183001|2021-09-09,4
GRS284183001|2021-12-27,4
GRS284183001|2022-07-06,4
GRS289103004|2019-10-01,4
GRS295003008|2020-03-05,4
GRS295003008|2020-08-21,4
GRS295003008|2021-07-05,1
GRS295003008|2022-05-12,4
GRS295003008|2022-08-03,4
GRS298343005|2020-03-09,3
GRS298343005|2020-03-23,1
GRS298343005|2022-11-01,4
GRS299003004|2019-09-26,4
GRS299003004|2019-12-23,4
GRS310003009|2019-12-24,4
GRS310003009|2020-03-09,3
GRS310003009|2020-03-11,1
GRS310003009|2022-03-08,4
GRS310003009|2022-05-03,4
GRS314003005|2019-10-08,1
GRS314003005|2019-11-08,4
GRS314003005|2020-06-12,4
GRS314003005|2020-09-23,4
GRS314003005|2021-04-15,4
GRS314003005|2022-08-03,4
GRS315003004|2019-08-16,4
GRS315003004|2020-03-24,4
GRS315003004|2020-10-19,4
GRS315003004|2021-07-07,4
GRS316003003|2019-09-23,4
GRS316003003|2020-03-02,4
GRS316003003|2020-04-01,4
GRS316003003|2020-06-01,3
GRS316003003|2021-12-08,4
GRS319103008|2020-03-27,4
GRS319103008|2021-06-10,4
GRS319103008|2022-03-09,4
GRS319103008|2022-05-04,4
GRS319103008|2022-06-15,4
GRS319103008|2022-08-24,4
GRS320313000|2020-03-09,4
GRS320313000|2021-11-02,4
GRS320313000|2022-09-26,4
GRS323003012|2020-01-08,2
GRS323003012|2020-03-17,4
GRS323003012|2020-04-21,4
GRS323003012|2020-05-29,4
GRS323003012|2022-02-28,4
GRS323003012|2022-07-05,4
GRS326003019|2019-12-24,4
GRS326003019|2020-02-21,4
GRS326003019|2020-06-23,2
GRS326003019|2021-06-29,4
GRS326003019|2022-03-30,4
GRS326003019|2022-06-07,4
GRS329503007|2020-03-10,4
GRS329503007|2020-08-31,4
GRS329503007|2022-05-12,2
GRS329503007|2022-06-16,4
GRS329503007|2022-10-27,3
GRS331043000|2020-02-28,4
GRS331043000|2020-04-21,4
GRS331043000|2020-07-09,4
GRS331043000|2020-08-07,4
GRS331043000|2021-03-08,4
GRS331043000|2022-06-07,4
GRS331043000|2022-09-14,4
GRS332073006|2020-06-26,4
GRS332073006|2020-12-04,2
GRS332073006|2022-07-20,4
GRS332073006|2022-08-31,4
GRS337003008|2020-03-05,4
GRS337003008|2020-05-04,4
GRS343313003|2019-09-30,4
GRS343313003|2020-02-25,4
GRS343313003|2020-03-25,1
GRS343313003|2020-07-09,4
GRS343313003|2021-06-08,4
GRS343313003|2021-08-12,1
GRS343313003|2021-08-13,3
GRS343313003|2021-09-30,2
GRS345503007|2020-03-11,4
GRS345503007|2020-06-11,2
GRS345503007|2020-09-30,4
GRS345503007|2020-11-19,2
GRS345503007|2022-05-12,4
GRS346003007|2020-01-06,1
GRS346003007|2020-05-29,4
GRS346003007|2020-09-11,4
GRS346003007|2020-11-04,3
GRS346003007|2021-06-07,4
GRS346003007|2021-11-16,1
GRS346003007|2021-11-18,1
GRS346003007|2022-03-01,4
GRS350263000|2020-03-17,4
GRS350263000|2020-11-04,4
GRS350263000|2021-12-09,4
GRS350263000|2022-03-02,4
GRS350263000|2022-03-31,4
GRS350263000|2022-05-11,3
GRS350263000|2022-06-02,1
GRS350263000|2022-07-01,4
GRS350263000|2022-10-06,4
GRS354003006|2020-03-31,4
GRS354003006|2020-04-28,4
GRS354003006|2020-09-08,4
GRS354003006|2020-10-07,3
GRS354003006|2020-11-25,4
GRS354003006|2021-02-12,4
GRS354003006|2021-11-29,4
GRS354003006|2022-05-06,4
GRS354003006|2022-08-03,4
GRS354003006|2022-08-31,4
GRS359353000|2020-03-11,4
GRS364253005|2019-10-02,4
GRS364253005|2020-03-09,4
GRS364253005|2020-06-26,4
GRS364253005|2021-04-30,4
GRS364253005|2022-08-05,2
GRS364253005|2022-10-11,1
GRS364253005|2022-11-07,3
GRS368313003|2019-08-16,4
GRS368313003|2019-10-08,1
GRS368313003|2020-05-13,4
GRS368313003|2021-01-01,4
GRS368313003|2021-04-30,4
GRS368313003|2021-10-28,4
GRS372003004|2020-02-27,2
GRS372003004|2020-03-09,2
GRS372003004|2020-11-23,4
GRS374003002|2019-08-26,4
GRS374003002|2020-03-18,4
GRS374003002|2020-07-28,3
GRS374003002|2021-01-13,4
GRS374003002|2022-04-06,4
GRS374003002|2022-05-10,4
GRS374003002|2022-07-01,4
GRS374003002|2022-10-04,2
GRS374003002|2022-11-14,4
GRS375183001|2019-10-03,4
GRS375183001|2020-03-10,4
GRS375183001|2020-06-11,4
GRS375183001|2022-03-07,4
GRS375183001|2022-05-06,1
GRS375183001|2022-07-01,1
GRS375183001|2022-07-12,1
GRS379233000|2020-03-16,4
GRS379233000|2020-06-12,4
GRS379233000|2020-08-28,4
GRS384003000|2020-03-12,4
GRS384003000|2020-07-08,4
GRS384003000|2020-10-01,4
GRS384003000|2022-06-29,4
GRS385113006|2019-12-09,1
GRS385113006|2020-02-27,2
GRS385113006|2020-03-12,1
GRS385113006|2020-03-31,3
GRS385113006|2020-07-13,1
GRS385113006|2020-07-27,3
GRS385113006|2021-09-16,4
GRS385113006|2021-11-11,4
GRS385113006|2022-04-01,4
GRS385113006|2022-05-20,4
GRS385113006|2022-06-21,4
GRS385113006|2022-08-25,3
GRS385113006|2022-09-01,1
GRS385113006|2022-11-11,4
GRS387503006|2020-02-28,4
GRS387503006|2020-03-27,4
GRS387503006|2021-05-27,1
GRS387503006|2021-07-20,4
GRS387503006|2021-11-12,4
GRS387503006|2022-09-28,4
GRS393503008|2020-03-09,1
GRS393503008|2020-03-11,2
GRS393503008|2020-03-25,1
GRS393503008|2022-06-10,4
GRS393503008|2022-09-05,2
GRS395363005|2020-02-27,3
GRS395363005|2020-03-11,1
GRS395363005|2020-03-31,3
GRS396003006|2020-07-21,4
GRS396003006|2020-09-21,4
GRS396003006|2021-08-18,4
GRS396003006|2022-01-18,4
GRS396003006|2022-05-05,4
GRS397003005|2020-03-16,3
GRS397003005|2020-04-16,4
GRS397003005|2021-04-30,4
GRS397003005|2021-09-20,4
GRS402003008|2019-09-30,4
GRS402003008|2019-12-20,4
GRS402003008|2020-02-24,4
GRS402003008|2020-03-23,1
GRS402003008|2020-05-06,4
GRS402003008|2020-06-22,4
GRS402003008|2020-08-07,4
GRS402003008|2021-08-31,4
GRS402003008|2022-06-17,4
GRS402003008|2022-09-02,4
GRS402003008|2022-10-03,4
GRS403003007|2019-09-30,4
GRS403003007|2020-03-12,4
GRS403003007|2020-04-16,3
GRS403003007|2021-10-01,4
GRS403003007|2022-06-10,4
GRS404003006|2019-09-30,3
GRS404003006|2019-11-20,4
GRS404003006|2020-03-05,4
GRS404003006|2020-09-04,2
GRS404003006|2021-06-16,4
GRS405003005|2019-08-15,1
GRS405003005|2019-10-28,4
GRS405003005|2020-03-02,4
GRS405003005|2020-06-04,4
GRS405003005|2021-04-23,4
GRS405003005|2021-07-05,4
GRS406003004|2019-11-18,2
GRS406003004|2020-04-06,4
GRS406003004|2020-08-20,4
GRS407183003|2020-05-04,1
GRS407183003|2020-05-07,3
GRS407183003|2020-09-01,4
GRS407183003|2021-08-31,4
GRS407183003|2021-11-09,4
GRS407183003|2022-02-24,4
GRS407183003|2022-07-04,4
GRS407183003|2022-08-09,4
GRS407183003|2022-11-01,4
GRS412503005|2019-10-01,4
GRS412503005|2020-02-10,4
GRS412503005|2020-03-12,4
GRS412503005|2020-04-14,2
GRS412503005|2020-06-18,4
GRS412503005|2020-11-09,4
GRS412503005|2021-06-07,4
GRS412503005|2022-08-03,4
GRS412503005|2022-11-09,4
GRS413313008|2019-09-18,4
GRS413313008|2020-02-24,4
GRS413313008|2020-04-08,4
GRS413313008|2021-10-25,4
GRS413313008|2022-03-09,3
GRS413313008|2022-05-26,2
GRS413313008|2022-07-07,4
GRS413313008|2022-08-26,4
GRS419003009|2020-01-16,4
GRS419003009|2020-02-28,3
GRS419003009|2020-03-16,1
GRS419003009|2020-04-01,1
GRS419003009|2020-07-24,3
GRS419003009|2020-10-29,2
GRS419003009|2021-07-13,4
GRS419003009|2022-07-29,4
GRS422003004|2019-09-30,4
GRS422003004|2019-11-11,4
GRS424003002|2019-12-12,4
GRS424003002|2020-02-24,3
GRS424003002|2020-03-20,1
GRS424003002|2021-02-26,2
GRS424003002|2021-07-14,4
GRS424003002|2021-12-29,4
GRS424003002|2022-04-29,4
GRS424003002|2022-07-04,4
GRS424003002|2022-09-08,4
GRS426003000|2020-02-28,3
GRS426003000|2020-03-17,1
GRS426003000|2020-04-21,4
GRS426003000|2022-07-07,4
GRS427003009|2020-02-28,4
GRS427003009|2020-04-02,4
GRS427003009|2020-12-03,4
GRS427003009|2021-06-30,4
GRS427003009|2022-03-08,4
GRS428003008|2020-02-24,3
GRS428003008|2020-02-28,1
GRS428003008|2020-07-09,4
GRS428003008|2022-09-29,4
GRS432003028|2019-09-30,4
GRS432003028|2020-02-24,1
GRS432003028|2020-02-27,3
GRS432003028|2020-04-10,4
GRS432003028|2020-06-08,4
GRS432003028|2020-07-13,1
GRS432003028|2020-08-10,4
GRS432003028|2021-04-15,4
GRS432003028|2021-09-22,4
GRS432003028|2022-06-14,2
GRS432003028|2022-06-24,2
GRS432003028|2022-10-25,4
GRS433003019|2019-10-10,4
GRS433003019|2020-03-06,3
GRS433003019|2020-09-02,4
GRS434003000|2021-09-24,4
GRS434003000|2022-03-08,2
GRS434003000|2022-06-14,2
GRS434003000|2022-08-05,1
GRS434003000|2022-09-07,4
GRS438003006|2020-02-24,1
GRS438003006|2020-03-26,3
GRS438003006|2020-05-18,3
GRS438003006|2020-08-14,3
GRS438003006|2021-02-04,4
GRS438003006|2021-07-30,4
GRS438003006|2021-12-13,4
GRS438003006|2022-08-29,4
GRS438003006|2022-10-06,4
GRS439003005|2019-10-24,4
GRS439003005|2020-02-26,4
GRS439003005|2020-03-27,4
GRS439003005|2020-08-28,4
GRS439003005|2021-08-12,4
GRS439003005|2021-11-16,1
GRS439003005|2021-12-28,4
GRS439003005|2022-03-08,4
GRS449003003|2020-03-24,4
GRS449003003|2020-06-29,4
GRS449003003|2020-08-28,4
GRS449003003|2020-10-29,1
GRS449003003|2021-01-01,4
GRS449003003|2021-06-21,4
GRS449003003|2021-07-30,4
GRS457003002|2019-09-13,4
GRS457003002|2020-02-24,1
GRS457003002|2020-03-05,3
GRS457003002|2020-03-23,1
GRS457003002|2020-12-15,2
GRS457003002|2021-02-02,4
GRS461003006|2019-10-17,4
GRS461003006|2020-01-28,2
GRS461003006|2020-02-03,2
GRS461003006|2020-03-11,2
GRS461003006|2020-05-18,4
GRS461003006|2020-07-06,1
GRS461003006|2020-09-04,3
GRS461003006|2020-11-20,4
GRS461003006|2021-02-10,4
GRS461003006|2021-03-25,2
GRS461003006|2022-02-08,4
GRS461003006|2022-06-29,3
GRS461003006|2022-09-09,4
GRS469003024|2020-03-16,2
GRS469003024|2021-09-23,4
GRS470003013|2020-03-23,3
GRS470003013|2021-03-15,4
GRS472003011|2019-09-11,4
GRS472003011|2019-11-18,1
GRS472003011|2022-02-24,2
GRS473003002|2020-03-13,4
GRS473003002|2020-05-15,4
GRS473003002|2020-08-24,4
GRS473003002|2020-11-23,1
GRS473003002|2021-09-27,4
GRS474003001|2019-10-01,4
GRS474003001|2020-03-12,4
GRS474003001|2021-09-17,4
GRS474003001|2022-09-30,4
GRS475003018|2019-08-26,4
GRS475003018|2020-03-04,3
GRS475003018|2020-11-03,4
GRS475003018|2020-12-24,3
GRS475003018|2021-03-25,4
GRS475003018|2021-06-18,4
GRS475003018|2022-05-24,4
GRS475003018|2022-06-29,1
GRS477003008|2020-02-28,3
GRS477003008|2020-03-03,1
GRS477003008|2020-06-19,2
GRS477003008|2020-07-30,4
GRS477003008|2020-09-23,4
GRS477003008|2020-11-04,2
GRS477003008|2022-04-15,4
GRS477003008|2022-07-25,4
GRS484003009|2019-09-03,4
GRS484003009|2020-02-28,4
GRS484003009|2020-04-07,4
GRS484003009|2020-06-15,4
GRS484003009|2020-09-04,4
GRS487003006|2020-03-27,1
GRS487003006|2021-02-18,4
GRS487003006|2022-09-28,4
GRS488003005|2020-03-09,4
GRS488003005|2020-07-10,2
GRS488003005|2020-08-06,1
GRS489003004|2019-11-04,4
GRS489003004|2022-05-12,1
GRS489003004|2022-07-11,2
GRS495003006|2020-02-24,2
GRS495003006|2020-02-26,2
GRS495003006|2020-03-25,4
GRS495003006|2020-05-04,4
GRS495003006|2021-03-22,4
GRS495003006|2021-05-24,4
GRS496003005|2019-08-16,3
GRS496003005|2020-03-09,2
GRS496003005|2020-03-25,2
GRS496003005|2021-02-19,4
GRS496003005|2022-06-14,4
GRS497003012|2019-09-23,4
GRS497003012|2019-10-21,4
GRS497003012|2021-07-28,4
GRS497003012|2022-03-08,4
GRS498003003|2020-01-08,4
GRS498003003|2020-02-18,3
GRS498003003|2020-03-16,1
GRS498003003|2020-03-20,3
GRS498003003|2020-07-15,4
GRS498003003|2022-01-18,4
GRS498003003|2022-03-04,3
GRS498003003|2022-05-03,2
GRS498003003|2022-05-05,2
GRS498003003|2022-06-14,4
GRS504003021|2019-12-16,4
GRS504003021|2020-03-04,4
GRS504003021|2020-04-21,4
GRS504003021|2020-06-02,4
GRS504003021|2020-07-06,4
GRS504003021|2021-07-16,4
GRS504003021|2022-02-01,4
GRS516003001|2020-03-18,4
GRS516003001|2020-07-02,4
GRS516003001|2020-09-09,4
GRS517003000|2019-09-02,4
GRS517003000|2020-03-09,2
GRS517003000|2020-08-10,1
GRS518003009|2020-03-23,1
GRS518003009|2020-04-30,4
GRS518003009|2022-08-29,4
GRS520003005|2020-04-08,4
GRS520003005|2020-05-11,4
