event_id,previous_price_gap_days
GRS137003000|2020-05-15,1
GRS473003002|2020-05-15,1
GRK014011008|2020-05-18,3
GRS461003006|2020-05-18,3
GRS323003012|2020-05-29,1
GRS346003007|2020-05-29,1
GRS117123000|2020-06-04,1
GRS405003005|2020-06-04,1
GRS184003002|2020-06-08,3
GRS432003028|2020-06-08,3
GRS345503007|2020-06-11,1
GRS375183001|2020-06-11,1
GRS314003005|2020-06-12,1
GRS379233000|2020-06-12,1
GRK014011008|2020-06-15,3
GRS412503005|2020-06-18,1
GRS477003008|2020-06-19,1
GRS402003008|2020-06-22,3
GRS326003019|2020-06-23,1
GRS222213001|2020-06-26,1
GRS332073006|2020-06-26,1
GRS364253005|2020-06-26,1
GRS449003003|2020-06-29,3
GRS516003001|2020-07-02,1
GRS384003000|2020-07-08,1
GRS343313003|2020-07-09,1
GRS428003008|2020-07-09,1
GRS385113006|2020-07-13,3
GRS432003028|2020-07-13,3
GRS045003001|2020-07-15,1
GRS135003002|2020-07-20,3
GRS117123000|2020-07-21,1
GRS396003006|2020-07-21,1
GRS240003012|2020-07-28,1
GRS477003008|2020-07-30,1
GRS087003000|2020-08-07,1
GRS402003008|2020-08-07,1
GRS432003028|2020-08-10,3
GRS517003000|2020-08-10,3
GRS246073001|2020-08-11,1
GRS406003004|2020-08-20,1
GRS295003008|2020-08-21,1
GRS473003002|2020-08-24,3
GRS284183001|2020-08-27,1
GRS379233000|2020-08-28,1
GRS439003005|2020-08-28,1
GRS449003003|2020-08-28,1
GRS329503007|2020-08-31,3
GRS407183003|2020-09-01,1
GRS433003019|2020-09-02,1
GRS404003006|2020-09-04,1
GRS191213008|2020-09-08,1
GRS516003001|2020-09-09,1
GRS137003000|2020-09-10,1
GRS346003007|2020-09-11,1
GRS106003007|2020-09-18,1
100974271034|2020-09-21,3
GRS396003006|2020-09-21,3
GRS147233001|2020-09-22,1
GRS314003005|2020-09-23,1
GRS477003008|2020-09-23,1
GRS345503007|2020-09-30,1
GRS384003000|2020-10-01,1
GRS246073001|2020-10-06,1
GRS137003000|2020-10-13,1
GRS144003001|2020-10-13,1
GRS001003037|2020-10-26,3
GRS014003032|2020-10-26,3
GRS096003009|2020-10-29,1
GRS475003018|2020-11-03,1
GRS350263000|2020-11-04,1
GRS477003008|2020-11-04,1
GRS412503005|2020-11-09,3
GRS065003014|2020-11-10,1
BE0974303357|2020-11-12,1
GRS345503007|2020-11-19,1
GRS461003006|2020-11-20,1
GRS372003004|2020-11-23,3
GRS473003002|2020-11-23,3
GRS354003006|2020-11-25,1
100974271034|2020-11-30,3
GRS084003011|2020-11-30,3
GRS427003009|2020-12-03,1
GRS247003007|2020-12-22,1
GRS106003007|2020-12-24,1
GRS070003009|2021-01-01,1
GRS368313003|2021-01-01,1
GRS449003003|2021-01-01,1
GRS135003002|2021-01-12,1
GRS374003002|2021-01-13,1
GRS457003002|2021-02-02,1
GRK014011008|2021-02-03,1
GRS438003006|2021-02-04,1
GRS092103001|2021-02-09,1
GRS461003006|2021-02-10,1
GRS354003006|2021-02-12,1
GRS487003006|2021-02-18,1
GRS145003000|2021-02-19,1
GRS496003005|2021-02-19,1
GRS424003002|2021-02-26,1
GRS331043000|2021-03-08,3
GRS470003013|2021-03-15,3
GRS014003032|2021-03-18,1
GRS495003006|2021-03-22,3
GRS045003001|2021-03-25,1
GRS088003017|2021-03-25,1
GRS213213002|2021-03-25,1
GRS461003006|2021-03-25,1
GRS475003018|2021-03-25,1
GRS084003011|2021-04-02,1
GRS191213008|2021-04-06,1
GRK014011008|2021-04-15,1
GRS070003009|2021-04-15,1
GRS087003000|2021-04-15,1
GRS284183001|2021-04-15,1
GRS314003005|2021-04-15,1
GRS432003028|2021-04-15,1
GRS144003001|2021-04-16,1
GRS131003006|2021-04-19,3
GRS165063009|2021-04-19,3
GRS014003032|2021-04-20,1
GRS405003005|2021-04-23,1
GRS001003037|2021-04-29,1
GRS106003007|2021-04-30,1
GRS137003000|2021-04-30,1
GRS364253005|2021-04-30,1
GRS368313003|2021-04-30,1
GRS397003005|2021-04-30,1
GRS237003009|2021-05-06,1
GRS054003009|2021-05-07,1
GRS284183001|2021-05-14,1
GRS147233001|2021-05-17,3
GRS144003001|2021-05-18,1
GRS015003007|2021-05-21,1
GRS165063009|2021-05-24,3
GRS495003006|2021-05-24,3
GRS208303008|2021-05-25,1
GRS213213002|2021-06-01,1
GRS346003007|2021-06-07,3
GRS412503005|2021-06-07,3
GRS343313003|2021-06-08,1
GRS319103008|2021-06-10,1
GRS404003006|2021-06-16,1
GRS148003015|2021-06-18,1
GRS475003018|2021-06-18,1
GRS449003003|2021-06-21,3
GRS047063003|2021-06-22,1
GRS131003006|2021-06-22,1
GRS326003019|2021-06-29,1
GRS427003009|2021-06-30,1
GRS295003008|2021-07-05,3
GRS405003005|2021-07-05,3
GRS315003004|2021-07-07,1
GRS106003007|2021-07-09,1
GRS259003002|2021-07-13,1
GRS419003009|2021-07-13,1
GRS424003002|2021-07-14,1
GRS191213008|2021-07-16,1
GRS387503006|2021-07-20,1
GRS065003014|2021-07-28,1
GRS497003012|2021-07-28,1
GRS438003006|2021-07-30,1
GRS449003003|2021-07-30,1
GRS343313003|2021-08-12,1
GRS439003005|2021-08-12,1
GRS275073005|2021-08-13,1
GRS396003006|2021-08-18,1
GRS001003037|2021-08-26,1
GRS402003008|2021-08-31,1
GRS407183003|2021-08-31,1
GRS284183001|2021-09-09,1
GRS239003007|2021-09-10,1
GRS131003006|2021-09-13,3
GRS385113006|2021-09-16,1
GRS474003001|2021-09-17,1
GRS397003005|2021-09-20,3
GRS259003002|2021-09-21,1
GRS432003028|2021-09-22,1
GRS469003024|2021-09-23,1
GRS434003000|2021-09-24,1
GRS144003001|2021-09-27,3
GRS473003002|2021-09-27,3
GRS001003037|2021-09-30,1
GRS087003000|2021-09-30,1
GRS343313003|2021-09-30,1
GRS135003002|2021-10-01,1
GRS275073005|2021-10-01,1
GRS403003007|2021-10-01,1
GRS184003002|2021-10-06,1
GRS054003009|2021-10-08,1
GRS088003017|2021-10-11,3
GRS191213008|2021-10-13,1
GRS165063009|2021-10-21,1
GRS413313008|2021-10-25,3
GRS368313003|2021-10-28,1
GRS246073001|2021-11-01,3
GRS320313000|2021-11-02,1
GRS407183003|2021-11-09,1
GRS385113006|2021-11-11,1
GRS387503006|2021-11-12,1
GRS346003007|2021-11-16,1
GRS439003005|2021-11-16,1
GRS001003037|2021-11-22,3
GRS354003006|2021-11-29,3
GRS275073005|2021-11-30,1
GRS240003012|2021-12-01,1
GRS316003003|2021-12-08,1
GRS350263000|2021-12-09,1
GRS246073001|2021-12-13,3
GRS438003006|2021-12-13,3
GRS001003037|2021-12-27,3
GRS070003009|2021-12-27,3
GRS131003006|2021-12-27,3
GRS284183001|2021-12-27,3
GRS265003004|2021-12-28,1
GRS439003005|2021-12-28,1
GRS054003009|2021-12-29,1
GRS424003002|2021-12-29,1
GRS084003011|2022-01-06,1
GRS088003017|2022-01-06,1
GRS396003006|2022-01-18,1
GRS498003003|2022-01-18,1
GRS054003009|2022-02-03,1
GRS461003006|2022-02-08,1
GRS004013009|2022-02-24,1
GRS204003008|2022-02-24,1
GRS246073001|2022-02-24,1
GRS407183003|2022-02-24,1
CH0198251305|2022-02-28,3
GRS323003012|2022-02-28,3
GRS346003007|2022-03-01,1
BE0974303357|2022-03-02,1
GRS350263000|2022-03-02,1
GRS092103001|2022-03-04,1
GRS106003007|2022-03-04,1
GRS237003009|2022-03-04,1
GRS265003004|2022-03-04,1
GRK014011008|2022-03-07,3
GRS375183001|2022-03-07,3
GRS137003000|2022-03-08,1
GRS245213004|2022-03-08,1
GRS260333000|2022-03-08,1
GRS310003009|2022-03-08,1
GRS427003009|2022-03-08,1
GRS439003005|2022-03-08,1
GRS497003012|2022-03-08,1
GRS319103008|2022-03-09,1
GRS326003019|2022-03-30,1
GRS350263000|2022-03-31,1
GRS385113006|2022-04-01,1
GRS045003001|2022-04-04,3
GRS092103001|2022-04-06,1
GRS374003002|2022-04-06,1
GRS054003009|2022-04-12,1
GRS239003007|2022-04-14,1
GRS477003008|2022-04-15,1
BE0974303357|2022-04-26,1
GRS117123000|2022-04-27,1
GRS424003002|2022-04-29,1
100974271034|2022-05-03,1
GRS065003014|2022-05-03,1
GRS310003009|2022-05-03,1
GRS319103008|2022-05-04,1
GRS070003009|2022-05-05,1
GRS184003002|2022-05-05,1
GRS396003006|2022-05-05,1
GRS498003003|2022-05-05,1
GRS247003007|2022-05-06,1
GRS354003006|2022-05-06,1
GRS375183001|2022-05-06,1
GRS204003008|2022-05-09,3
GRS246073001|2022-05-09,3
GRS374003002|2022-05-10,1
GRS054003009|2022-05-12,1
GRS295003008|2022-05-12,1
GRS329503007|2022-05-12,1
GRS345503007|2022-05-12,1
GRS489003004|2022-05-12,1
GRS135003002|2022-05-13,1
GRS259003002|2022-05-13,1
GRS275073005|2022-05-16,3
GRS014003032|2022-05-19,1
GRS385113006|2022-05-20,1
GRS045003001|2022-05-23,3
GRS475003018|2022-05-24,1
GRS184003002|2022-06-02,1
GRS350263000|2022-06-02,1
GRS326003019|2022-06-07,1
GRS331043000|2022-06-07,1
GRS117123000|2022-06-10,1
GRS144003001|2022-06-10,1
GRS393503008|2022-06-10,1
GRS403003007|2022-06-10,1
GRS260333000|2022-06-14,1
GRS432003028|2022-06-14,1
GRS434003000|2022-06-14,1
GRS496003005|2022-06-14,1
GRS498003003|2022-06-14,1
GRS319103008|2022-06-15,1
GRS222213001|2022-06-16,1
GRS240003012|2022-06-16,1
GRS329503007|2022-06-16,1
GRS047063003|2022-06-17,1
GRS054003009|2022-06-17,1
GRS402003008|2022-06-17,1
GRK014011008|2022-06-20,3
GRS385113006|2022-06-21,1
GRS148003015|2022-06-27,3
GRS213213002|2022-06-27,3
GRS247003007|2022-06-27,3
GRS384003000|2022-06-29,1
BE0974303357|2022-06-30,1
GRS350263000|2022-07-01,1
GRS374003002|2022-07-01,1
GRS407183003|2022-07-04,3
GRS424003002|2022-07-04,3
GRS014003032|2022-07-05,1
GRS015003007|2022-07-05,1
GRS323003012|2022-07-05,1
GRS284183001|2022-07-06,1
GRS413313008|2022-07-07,1
GRS426003000|2022-07-07,1
GRS135003002|2022-07-11,3
GRS137003000|2022-07-11,3
GRS489003004|2022-07-11,3
GRS165063009|2022-07-13,1
GRS003003035|2022-07-14,1
GRS054003009|2022-07-18,3
GRS092103001|2022-07-19,1
GRS332073006|2022-07-20,1
GRS191213008|2022-07-25,3
GRS477003008|2022-07-25,3
GRS147233001|2022-07-26,1
GRS259003002|2022-07-27,1
GRS419003009|2022-07-29,1
GRS295003008|2022-08-03,1
GRS314003005|2022-08-03,1
GRS354003006|2022-08-03,1
GRS412503005|2022-08-03,1
GRS015003007|2022-08-05,1
GRS144003001|2022-08-05,1
GRS364253005|2022-08-05,1
GRS434003000|2022-08-05,1
GRS407183003|2022-08-09,1
GRS222213001|2022-08-17,1
GRS088003017|2022-08-24,1
GRS319103008|2022-08-24,1
GRS385113006|2022-08-25,1
GRS413313008|2022-08-26,1
GRS247003007|2022-08-29,3
GRS438003006|2022-08-29,3
GRS518003009|2022-08-29,3
GRS204003008|2022-08-30,1
GRS332073006|2022-08-31,1
GRS354003006|2022-08-31,1
GRS054003009|2022-09-02,1
GRS402003008|2022-09-02,1
GRS393503008|2022-09-05,3
GRS084003011|2022-09-07,1
GRS434003000|2022-09-07,1
GRS424003002|2022-09-08,1
GRS461003006|2022-09-09,1
GRS331043000|2022-09-14,1
GRS259003002|2022-09-21,1
GRS320313000|2022-09-26,3
GRS148003015|2022-09-27,1
GRS387503006|2022-09-28,1
GRS487003006|2022-09-28,1
GRS165063009|2022-09-29,1
GRS428003008|2022-09-29,1
GRS474003001|2022-09-30,1
GRS240003012|2022-10-03,3
GRS402003008|2022-10-03,3
GRS137003000|2022-10-05,1
GRS350263000|2022-10-06,1
GRS438003006|2022-10-06,1
GRS364253005|2022-10-11,1
GRS135003002|2022-10-13,1
GRS117123000|2022-10-20,1
GRS208303008|2022-10-24,3
GRS259003002|2022-10-24,3
GRS432003028|2022-10-25,1
GRS047063003|2022-10-28,1
GRS096003009|2022-10-31,3
GRS298343005|2022-11-01,1
GRS407183003|2022-11-01,1
GRS412503005|2022-11-09,1
GRS385113006|2022-11-11,1
GRS374003002|2022-11-14,3
GRS045003001|2022-11-21,3
