ISIN,event_date,raw_return,abnormal_return,market_return,broad_shock,definition
100974271034,2019-09-27,-0.0527670527670526,-0.0537131191756256,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS047063003,2021-01-15,-0.1312500000000001,-0.1298042661129207,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS047063003,2021-06-22,-0.1296728971962617,-0.1348415276318429,-0.0091874643154114,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS047063003,2022-06-17,-0.0978723404255318,-0.0971048629536651,0.0013175230566535,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS047063003,2022-10-28,-0.0869976359338061,-0.0855576226233251,-0.0003984063745019,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2021-05-07,-0.0517241379310343,-0.0544081382085201,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2021-10-08,-0.0521978021978022,-0.0554627870055672,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2021-12-29,-0.0528052805280528,-0.0558858802411805,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-02-03,-0.063063063063063,-0.0592865832033883,-0.0039999999999998,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-04-12,-0.0543130990415335,-0.0566926606112156,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-05-12,-0.1877022653721682,-0.1654486032121942,-0.0213333333333333,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-06-17,-0.0999999999999999,-0.1034539255188781,0.0013175230566535,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-07-18,-0.0825396825396825,-0.087062705371866,0.0028655582251099,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS054003009,2022-09-02,-0.0789473684210526,-0.0801060088681553,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS065003014,2019-10-09,-0.0566666666666664,-0.06959462991427,0.0061919504643963,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS065003014,2020-03-12,-0.2319999999999999,-0.156731106318786,-0.0722527472527472,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS065003014,2020-11-10,-0.059071729957806,-0.062898775683218,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS065003014,2021-07-28,-0.0524017467248908,-0.0537176736596253,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS065003014,2022-05-03,-0.0672489082969431,-0.0540084956393553,-0.0195580391160781,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2019-12-10,-0.2871690427698574,-0.2903018441017477,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2020-03-23,-0.1709401709401709,-0.1327673761859868,-0.0217391304347825,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2021-01-01,-0.1083743842364531,-0.0964279537089316,-0.0087719298245614,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2021-04-15,-0.2996794871794872,-0.3033711028079254,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2021-12-27,-0.2195931921959318,-0.2211810802197083,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS070003009,2022-05-05,-0.3,-0.2886215994065316,-0.0089086859688195,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2019-08-15,-0.0595000000000001,-0.1207215344871133,0.0189753669708225,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2020-03-16,-0.1874999999999999,-0.1112154453844471,-0.0666666666666665,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2020-11-30,-0.0719999999999999,-0.0726340486028073,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2021-04-02,-0.0755555555555554,-0.0665386566488624,-0.0071161048689138,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2022-01-06,-0.088135593220339,-0.0774057876588287,-0.007659574468085,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS084003011,2022-09-07,-0.0525971904606338,-0.0556974000352645,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS087003000,2020-05-04,-0.1087207068766806,-0.0621695987968648,-0.0246305418719211,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS087003000,2020-08-07,-0.057142857142857,-0.058251574555618,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS087003000,2021-04-15,-0.0647482014388488,-0.0690515980403836,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS087003000,2021-09-30,-0.1299065420560747,-0.1353407649612793,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2020-02-27,-0.1155378486055775,-0.0657762059083543,-0.036900871459695,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2020-05-04,-0.1071428571428571,-0.0790888447276528,-0.0246305418719211,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2021-03-25,-0.0514657980456025,-0.0462172728341516,-0.0045226130653264,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2021-10-11,-0.05,-0.042398192183935,-0.0074626865671642,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2022-01-06,-0.0609375,-0.0520519881997524,-0.007659574468085,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS088003017,2022-08-24,-0.1230769230769232,-0.1253754697590612,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2019-09-04,-0.1968503937007875,-0.1988960137004567,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2019-10-24,-0.1714285714285714,-0.1712157197927813,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2020-02-14,-0.1951219512195121,-0.1973282065515553,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2020-07-06,-0.196078431372549,-0.1997639186906482,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2020-12-23,-0.1834319526627218,-0.1850896926894867,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2021-02-09,-0.1933333333333333,-0.1990724325400838,-0.0099009900990099,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2022-03-04,-0.1954887218045112,-0.184629789548627,-0.0290697674418605,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2022-04-06,-0.1691176470588237,-0.1701071429420259,-0.0031813361611876,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS092103001,2022-07-19,-0.2,-0.2017682604813187,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS096003009,2020-03-03,-0.0778527703657195,-0.0417141553495582,-0.0214108082241153,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS096003009,2020-03-31,-0.0552147239263802,-0.0558714129858006,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS096003009,2020-10-29,-0.1138560687432869,-0.0759981213636667,-0.0466392318244168,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS096003009,2022-10-31,-0.054584373885123,-0.0607628490770496,0.0043745594241905,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2020-03-11,-0.0699999999999999,-0.0584584498893633,-0.0094235033259423,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2020-09-18,-0.0642570281124498,-0.0655812203995146,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2020-12-24,-0.0622222222222222,-0.0632319407028001,-0.0012578616352201,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2021-04-30,-0.0702549575070821,-0.0692386545573759,-0.0018518518518517,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2021-07-09,-0.0579150579150579,-0.0860376187583067,0.0149915777653003,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS106003007,2022-03-04,-0.099537037037037,-0.0785871963914826,-0.0290697674418605,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2020-03-10,-0.0931677018633541,-0.1074725903901229,0.0344827586206897,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2020-06-04,-0.0612244897959184,-0.0624031649423512,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2020-07-21,-0.0559440559440558,-0.0496950632626462,-0.0192593008879398,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2022-04-27,-0.05,-0.0322470185853176,-0.018882175226586,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2022-06-10,-0.0566037735849057,-0.0423447468989423,-0.0151515151515151,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS117123000,2022-10-20,-0.0512820512820511,-0.0521603640170306,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS120131008,2019-09-04,-0.0857142857142857,-0.0859254792489875,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS131003006,2019-08-29,-0.2733812949640287,-0.2813417373161149,0.0021945021945023,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS131003006,2021-04-19,-0.097560975609756,-0.1201367328943871,-0.0191176470588234,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS131003006,2021-06-22,-0.0956521739130435,-0.0991938061176192,-0.0091874643154114,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS131003006,2021-09-13,-0.096774193548387,-0.0998549475449449,-0.0026666666666665,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS131003006,2021-12-27,-0.099025974025974,-0.1025960249849978,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2019-09-18,-0.1984126984126983,-0.1878124447961439,0.0050983436853001,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2019-11-21,-0.1851851851851852,-0.1915952916408708,-0.003732101616628,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2020-07-20,-0.188235294117647,-0.1938837523214899,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2021-01-12,-0.1971830985915492,-0.2061462198650966,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2021-10-01,-0.1282051282051282,-0.1361674596870404,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2022-05-13,-0.119047619047619,-0.1298345719573968,0.0072463768115942,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2022-07-11,-0.1883116883116883,-0.1806315870682461,-0.0067595341402146,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS135003002,2022-10-13,-0.1428571428571429,-0.1453282919628914,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2019-12-06,-0.0545454545454544,-0.055302696053487,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2020-02-03,-0.0569948186528497,-0.0581360347037378,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2020-03-09,-0.1383647798742138,-0.0886979850251006,-0.118,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2020-05-15,-0.056338028169014,-0.0580173030038699,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2020-09-10,-0.0886075949367088,-0.0900380069052411,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2020-10-13,-0.0608108108108108,-0.062341493327406,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2021-04-30,-0.0781220657276995,-0.0769799812076738,-0.0018518518518517,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2022-03-08,-0.103568320278503,-0.047085680419708,-0.0529010238907849,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2022-07-11,-0.0564516129032258,-0.0502887161422614,-0.0067595341402146,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS137003000,2022-10-05,-0.062992125984252,-0.0647810383160326,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2020-03-11,-0.0691244239631335,-0.0603173731031039,-0.0094235033259423,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2020-10-13,-0.066098081023454,-0.0665225513984373,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2021-04-16,-0.0571428571428571,-0.0572587509899833,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2021-05-18,-0.0599078341013824,-0.0605654922991253,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2021-09-27,-0.0608695652173911,-0.0620294005216336,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2022-06-10,-0.0599173553719007,-0.0432843460210952,-0.0151515151515151,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS144003001,2022-08-05,-0.0991735537190082,-0.0948073474834617,-0.0048661800486619,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS145003000,2020-03-09,-0.2687074829931972,-0.0505603217718978,-0.118,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS145003000,2021-02-19,-0.0643985419198056,-0.067944145957479,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS147233001,2020-03-23,-0.0732600732600733,-0.0513044454565995,-0.0217391304347825,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS147233001,2020-09-22,-0.0608108108108108,-0.0610068962656348,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS147233001,2021-05-17,-0.0527777777777778,-0.0533603636442519,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS147233001,2022-07-26,-0.0536277602523659,-0.0549379321143509,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2020-01-07,-0.1014492753623187,-0.1028754072458151,0.0003111387678905,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2020-03-24,-0.0999999999999999,-0.1219964679827685,0.024390243902439,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2020-05-01,-0.1721804511278196,-0.1736441472107236,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2021-06-18,-0.1094674556213017,-0.1044466534631178,-0.006552217453505,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2022-06-27,-0.0547550432276657,-0.0569398433901017,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS148003015,2022-09-27,-0.0760869565217392,-0.0788596901951992,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2019-08-16,-0.0774487471526194,-0.11577552741522,-0.0251970011487536,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2021-04-19,-0.1157024793388429,-0.1002621045458349,-0.0191176470588234,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2021-05-24,-0.0857142857142856,-0.0901891873039341,0.0011428571428571,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2021-10-21,-0.0838709677419355,-0.0881434231232154,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2022-07-13,-0.0769230769230769,-0.0790146682147286,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2022-09-29,-0.0787878787878787,-0.0791967517795655,-0.0011764705882352,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS165063009,2022-11-29,-0.0693641618497109,-0.0716861380571017,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS184003002,2020-04-23,-0.2,-0.2060771370414442,0.0046296296296295,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS184003002,2020-06-08,-0.2070866141732283,-0.2068566267499783,-0.0060869565217391,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS184003002,2021-10-06,-0.19,-0.1935842747862171,-0.001953125,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS184003002,2022-05-05,-0.1921397379912663,-0.1910234871491148,-0.0089086859688195,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS184003002,2022-06-02,-0.1807909604519774,-0.1834785595192627,-0.0033003300330032,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2020-03-05,-0.299660441426146,-0.1520367512521748,-0.0488088512241054,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2020-04-10,-0.1868811881188119,-0.1448343384172414,-0.0208277703604806,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2020-09-08,-0.1461187214611871,-0.1320393258081283,-0.0071942446043165,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2021-04-06,-0.065363219895288,-0.0834899463943626,0.0044929396662387,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2021-07-16,-0.1409395973154362,-0.1468613640216317,0.0020950210378681,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2021-10-13,-0.1032258064516129,-0.1037693629066689,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS191213008,2022-07-25,-0.0569767441860464,-0.0595677333383825,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS204003008,2020-03-11,-0.053475935828877,-0.0441428651784248,-0.0094235033259423,True,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS204003008,2022-02-24,-0.1282051282051282,-0.1110976160158898,-0.0683544303797468,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS204003008,2022-05-09,-0.067431850789096,-0.062546926032958,-0.0064308681672026,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
GRS204003008,2022-08-30,-0.0553892215568861,-0.0556873096003187,0.0,False,raw_return<=-5% and abnormal_return<=rolling_1pct; 20d cooldown
